order_id,user_id,product_id,order_date,amount
417,250,431,2023-10-06,348.05
418,453,346,2023-08-09,1076.82
419,293,214,2023-05-03,73.75
420,948,65,2023-11-14,110.52
421,71,162,2023-10-06,733.1
422,813,451,2023-07-11,69.61
423,210,429,2023-07-11,1490.12
424,983,36,2023-03-14,643.08
425,314,311,2023-12-02,540.41
426,422,42,2023-03-29,881.49
427,646,232,2023-03-10,855.16
428,384,27,2023-05-21,47.75
429,733,131,2023-07-09,839.97
430,320,244,2023-08-16,2456.42
431,305,385,2023-11-04,1138.61
432,879,158,2023-04-23,566.41
433,448,133,2023-05-21,1612.7
434,797,310,2023-09-04,1652.24
435,642,220,2023-10-24,158.57
436,767,147,2023-06-21,1352.41
437,550,202,2023-11-04,147.33
438,179,200,2023-07-08,63.72
439,755,273,2023-06-26,1526.8
440,161,42,2023-03-28,1431.28
441,673,471,2023-03-19,297.52
442,522,112,2023-12-19,971.24
443,404,254,2023-12-02,1606.24
444,600,299,2023-01-10,1662.36
445,669,110,2023-08-27,2279.4
446,271,473,2023-07-14,1784.66
447,137,155,2023-05-21,1127.88
448,279,346,2023-12-01,1215.87
449,424,286,2023-03-10,438.88
450,838,256,2023-03-18,761.41
451,335,188,2023-06-07,86.06
452,837,31,2023-10-22,1081.24
453,113,380,2023-05-04,2086.39
454,625,395,2023-05-31,1308.41
455,21,328,2023-11-26,820.67
456,718,353,2023-01-17,907.87
457,751,459,2023-06-29,1360.57
458,912,457,2023-04-21,1597.68
459,527,184,2023-10-18,2452.94
460,491,430,2023-03-19,2031.65
461,18,352,2023-04-30,481.95
462,538,307,2023-08-18,946.13
463,505,242,2023-09-20,1897.49
464,104,149,2023-04-16,845.87
465,23,289,2023-12-12,317.93
466,143,430,2023-03-27,1807.17
467,684,442,2023-07-17,2212.79
468,766,203,2023-06-25,582.05
469,961,281,2023-06-30,1723.06
470,774,331,2023-06-19,1266.77
471,284,370,2023-09-18,1815.87
472,284,265,2023-02-18,341.93
473,322,407,2023-05-14,1498.51
474,52,499,2023-07-06,1633.23
475,800,439,2023-08-22,1711.63
476,160,99,2023-03-21,1461.74
477,669,175,2023-01-19,860.35
478,260,351,2023-07-19,1287.17
479,338,367,2023-07-17,1317.4
480,249,400,2023-08-26,2367.74
481,761,365,2023-04-28,390.01
482,667,70,2023-04-04,758.8
483,410,405,2023-07-05,1814.44
484,321,442,2023-04-11,843.17
485,864,386,2023-07-20,1092.51
486,814,339,2023-08-08,718.08
487,299,272,2023-09-03,589.19
488,178,156,2023-05-18,2331.85
489,985,317,2023-06-04,1117.29
490,911,247,2023-07-09,2030.89
491,722,416,2023-10-12,199.75
492,373,468,2023-06-24,2114.84
493,865,409,2023-01-18,303.63
494,48,93,2023-11-14,1083.22
495,125,93,2023-05-12,2176.78
496,315,305,2023-03-02,1659.65
497,506,467,2023-10-05,489.86
498,718,8,2023-07-08,1760.61
499,25,455,2023-07-30,1951.77
500,344,176,2023-10-18,501.61
501,72,190,2023-11-23,2102.97
502,240,269,2023-09-04,404.14
503,274,56,2023-07-22,778.52
504,110,383,2023-12-04,990.71
505,50,264,2023-01-20,1437.17
506,458,195,2023-07-25,736.12
507,572,264,2023-09-08,2486.99
508,421,45,2023-10-18,446.34
509,296,189,2023-12-24,1038.81
510,321,486,2023-06-16,2342.5
511,874,381,2023-12-21,1070.28
512,987,305,2023-12-18,2209.82
513,54,20,2023-05-23,603.86
514,657,138,2023-09-18,1185.69
515,960,284,2023-02-26,505.41
516,691,493,2023-01-15,2105.58
517,489,96,2023-01-09,1626.49
518,897,400,2023-11-10,1923.33
519,289,411,2023-04-19,1759.33
520,500,382,2023-07-05,1772.74
521,651,93,2023-05-15,969.74
522,418,361,2023-04-03,324.14
523,323,113,2024-01-01,1925.17
524,985,22,2023-01-30,1063.81
525,236,463,2023-01-06,96.1
526,592,191,2023-05-11,1514.13
527,405,374,2023-05-05,2193.48
528,979,53,2023-07-04,66.9
529,848,81,2023-06-25,780.87
530,471,14,2023-11-29,602.05
531,677,418,2023-10-26,2252.23
532,669,180,2023-07-04,1051.49
533,663,281,2023-05-25,1456.68
534,980,336,2023-07-10,556.39
535,968,282,2023-03-22,1331.84
536,95,90,2023-02-21,200.69
537,376,495,2023-08-23,277.98
538,338,203,2023-03-08,2214.42
539,344,197,2023-01-23,1594.41
540,500,172,2023-07-07,2035.22
541,973,77,2023-04-12,579.71
542,411,41,2023-07-01,1909.21
543,961,265,2023-03-27,661.12
544,285,461,2023-08-26,981.14
545,923,126,2023-03-02,840.0
546,352,42,2023-01-12,2201.44
547,329,71,2023-12-21,2445.98
548,975,149,2023-06-30,2309.26
549,652,240,2023-10-18,657.77
550,775,403,2023-01-23,1395.54
551,50,385,2023-07-06,418.66
552,578,290,2023-08-21,1426.88
553,286,39,2023-07-30,2135.18
554,107,463,2023-06-05,1556.79
555,460,58,2023-09-23,186.05
556,467,475,2023-06-29,1653.09
557,372,407,2023-01-28,620.02
558,935,124,2023-07-04,1509.39
559,9,188,2023-11-05,508.54
560,450,59,2023-10-08,439.44
561,923,279,2023-10-07,1805.56
562,649,468,2023-01-24,1012.99
563,695,45,2023-10-11,393.44
564,277,112,2023-03-21,2063.48
565,639,115,2023-05-22,1102.09
566,288,448,2023-08-09,1927.57
567,986,103,2023-07-30,2453.95
568,650,220,2023-04-03,1513.97
569,405,145,2023-05-23,801.83
570,506,210,2023-11-25,292.35
571,207,48,2023-05-31,263.41
572,14,481,2023-03-30,1689.95
573,740,2,2023-12-28,2116.0
574,89,128,2023-09-22,910.36
575,189,79,2023-08-30,2435.24
576,934,144,2023-10-23,1758.73
577,465,459,2023-05-23,837.99
578,149,71,2023-04-30,507.35
579,686,59,2023-03-05,2442.3
580,401,245,2023-08-14,1956.18
581,364,143,2023-02-17,846.68
582,426,474,2023-03-09,1729.74
583,602,477,2024-01-01,693.41
584,592,331,2023-03-30,2106.13
585,457,277,2023-10-13,364.85
586,866,27,2023-03-07,1154.59
587,563,113,2023-01-21,2053.9
588,783,93,2023-12-27,2070.32
589,972,140,2023-05-29,1465.95
590,692,253,2023-07-26,1870.99
591,269,262,2023-12-31,350.59
592,53,9,2023-11-12,881.09
593,13,417,2023-01-03,2299.97
594,985,365,2023-06-17,2184.82
595,651,19,2023-01-12,622.94
596,540,174,2023-09-18,1911.48
597,708,378,2023-02-15,1866.88
598,582,288,2023-05-01,802.28
599,943,426,2023-02-15,1324.81
600,91,402,2023-12-16,2222.23
601,821,63,2023-01-06,1753.33
602,18,100,2023-03-21,1733.86
603,254,385,2023-03-29,1169.0
604,328,69,2023-10-03,1168.88
605,330,306,2023-11-11,256.76
606,955,74,2023-09-01,977.25
607,383,180,2023-10-08,1054.66
608,47,396,2023-09-18,673.9
609,370,318,2023-03-16,1357.58
610,531,281,2023-12-15,1634.16
611,743,488,2023-12-25,1910.0
612,79,123,2023-06-25,1037.64
613,416,182,2023-05-11,2333.78
614,611,305,2023-01-16,947.99
615,29,146,2023-09-28,635.48
616,199,300,2023-01-30,323.49
617,631,195,2023-09-12,887.83
618,379,158,2023-09-27,1761.06
619,67,145,2023-04-14,325.52
620,487,276,2023-01-05,1560.13
621,737,453,2023-07-23,2441.97
622,381,62,2023-10-21,1404.14
623,494,13,2023-10-22,619.92
624,825,28,2023-09-11,1196.08
625,286,93,2023-07-21,2375.38
626,336,108,2023-08-13,1104.91
627,118,111,2023-08-24,995.72
628,857,398,2023-06-22,625.18
629,155,453,2023-09-20,2489.25
630,143,62,2023-07-17,110.26
631,150,237,2023-08-30,738.99
632,752,431,2023-07-22,2337.9
633,104,306,2023-05-27,1703.32
634,915,488,2023-04-29,2125.63
635,949,402,2023-11-25,1083.38
636,268,41,2023-11-03,130.51
637,909,347,2023-02-18,2042.23
638,358,9,2023-04-08,153.68
639,655,157,2023-07-10,276.6
640,245,445,2023-10-06,178.93
641,923,391,2023-12-29,1518.68
642,392,349,2023-12-17,1403.18
643,920,380,2023-11-21,1861.34
644,728,388,2023-03-01,2226.31
645,396,27,2023-04-12,2202.74
646,473,99,2023-03-15,2364.16
647,244,27,2023-03-31,1459.89
648,233,41,2023-02-17,899.22
649,989,302,2023-07-21,2272.33
650,240,468,2023-06-11,309.76
651,434,418,2023-06-19,1364.71
652,196,494,2023-06-24,741.11
653,734,316,2023-07-06,1815.33
654,898,124,2023-09-28,1300.25
655,635,254,2023-09-05,1394.43
656,658,246,2023-07-25,292.26
657,141,402,2023-12-11,378.96
658,293,107,2023-06-04,2450.49
659,607,175,2023-05-14,1689.08
660,904,267,2023-11-06,2108.0
661,460,374,2023-05-29,2304.39
662,663,140,2023-07-19,2046.67
663,472,5,2023-08-16,1471.32
664,926,445,2023-11-16,151.94
665,639,56,2023-04-26,224.59
666,935,487,2023-10-08,180.84
667,253,266,2023-07-07,1929.99
668,328,352,2023-11-16,424.01
669,37,420,2023-10-01,2269.79
670,615,249,2023-08-19,2443.54
671,5,440,2023-10-03,1192.72
672,471,246,2023-04-03,460.94
673,214,153,2023-04-09,779.45
674,205,294,2023-06-06,1159.78
675,850,328,2023-03-18,601.0
676,528,214,2023-12-08,1538.54
677,473,15,2023-12-24,1525.41
678,164,433,2023-10-30,1227.15
679,389,56,2023-07-08,2257.18
680,959,371,2023-01-27,1901.56
681,13,353,2023-01-02,1117.6
682,359,220,2023-04-15,641.38
683,135,279,2023-03-25,934.13
684,563,353,2023-03-26,1156.0
685,398,487,2023-08-26,1530.45
686,788,441,2023-07-14,938.29
687,349,67,2023-01-31,462.36
688,952,334,2023-06-10,1540.67
689,360,239,2023-05-01,2071.57
690,359,219,2023-02-20,1783.56
691,461,264,2023-01-28,1764.83
692,49,429,2023-10-14,2335.1
693,257,478,2023-04-14,1904.04
694,958,188,2023-10-28,1053.98
695,712,177,2023-09-18,2495.08
696,194,240,2023-06-04,1918.85
697,356,215,2023-11-17,137.56
698,938,207,2023-05-08,864.3
699,320,156,2023-12-17,728.02
700,212,315,2023-08-06,464.51
701,692,316,2023-12-03,2466.01
702,711,295,2023-06-15,1953.73
703,45,183,2023-08-09,128.0
704,77,431,2023-04-26,2446.09
705,676,349,2023-06-23,375.05
706,72,11,2023-05-18,1443.37
707,910,253,2023-12-18,1694.23
708,403,351,2023-09-07,2387.72
709,182,170,2023-10-16,2385.24
710,107,144,2023-02-11,792.15
711,973,16,2023-10-13,1839.38
712,72,420,2023-07-07,1918.18
713,221,454,2023-12-15,86.95
714,377,82,2023-06-17,2120.32
715,3,465,2023-06-08,2263.86
716,560,433,2023-07-01,568.16
717,672,364,2023-05-02,269.46
718,311,226,2023-08-19,1411.7
719,561,439,2023-03-11,65.02
720,210,233,2023-03-24,1775.68
721,65,10,2023-11-17,2113.47
722,600,9,2023-10-23,679.13
723,363,338,2023-05-24,1214.96
724,260,204,2023-05-06,1085.02
725,828,463,2023-09-12,2147.56
726,18,260,2023-05-27,1751.47
727,243,367,2023-07-07,2029.59
728,728,32,2023-02-18,2275.45
729,315,481,2023-10-28,374.02
730,614,60,2023-07-23,2372.31
731,739,21,2023-04-03,2012.55
732,134,460,2023-02-01,2480.61
733,292,331,2023-12-18,968.29
734,619,155,2023-06-03,164.88
735,188,382,2023-03-22,597.03
736,792,3,2023-12-23,2424.97
737,566,281,2023-03-02,1976.3
738,547,66,2023-07-05,246.21
739,119,228,2023-07-25,1203.65
740,782,463,2023-11-28,530.15
741,584,325,2023-05-19,1645.28
742,73,336,2023-07-05,641.13
743,83,291,2023-03-12,1177.47
744,397,270,2023-06-11,418.89
745,135,299,2023-10-29,187.6
746,302,218,2023-07-20,1302.04
747,318,426,2023-11-29,1217.76
748,137,292,2023-02-08,64.98
749,48,301,2023-01-23,2197.02
750,250,68,2023-08-21,1365.69
751,468,170,2023-01-09,1445.72
752,7,206,2023-07-06,1215.89
753,832,396,2023-09-25,2212.08
754,985,486,2023-08-16,892.2
755,315,345,2023-09-29,1521.21
756,879,32,2023-01-06,1148.36
757,276,450,2023-03-28,1646.32
758,817,298,2023-07-03,866.94
759,836,417,2023-10-15,1927.85
760,64,146,2023-04-15,895.6
761,270,118,2023-03-23,250.51
762,380,372,2023-01-15,2045.62
763,347,339,2023-05-31,31.12
764,269,166,2023-07-29,1516.94
765,248,254,2023-12-26,1382.41
766,995,445,2023-11-11,1456.77
767,914,226,2023-06-09,1271.06
768,921,489,2023-11-05,1759.49
769,206,248,2023-09-15,722.43
770,753,490,2023-10-27,2052.23
771,432,419,2023-11-20,1184.46
772,123,384,2023-07-15,2140.75
773,818,374,2023-01-12,88.03
774,404,150,2023-01-26,615.31
775,940,332,2023-05-12,459.07
776,687,436,2023-03-16,1291.77
777,947,468,2023-07-21,967.63
778,257,316,2023-04-17,2137.32
779,294,381,2023-05-02,2324.55
780,784,32,2023-03-23,1930.21
781,619,464,2023-02-14,1006.55
782,20,262,2023-04-15,728.03
783,458,227,2023-06-24,1854.14
784,440,384,2023-12-22,2059.27
785,105,325,2023-01-05,738.3
786,818,170,2023-11-08,2033.02
787,917,498,2023-09-12,2055.91
788,101,212,2023-02-27,1501.05
789,661,137,2023-10-15,2173.94
790,962,407,2023-12-04,1574.95
791,933,263,2023-05-14,1680.83
